CMPD_CHEMBLID,exp,smiles,wACSF_Rad0_0,wACSF_Rad0_1,wACSF_Rad0_2,wACSF_Rad1_0,wACSF_Rad1_1,wACSF_Rad1_2,wACSF_Rad2_0,wACSF_Rad2_1,wACSF_Rad2_2,wACSF_Rad3_0,wACSF_Rad3_1,wACSF_Rad3_2,wACSF_Rad4_0,wACSF_Rad4_1,wACSF_Rad4_2,wACSF_Rad5_0,wACSF_Rad5_1,wACSF_Rad5_2,wACSF_Rad6_0,wACSF_Rad6_1,wACSF_Rad6_2,wACSF_Rad7_0,wACSF_Rad7_1,wACSF_Rad7_2,wACSF_Rad8_0,wACSF_Rad8_1,wACSF_Rad8_2,wACSF_Rad9_0,wACSF_Rad9_1,wACSF_Rad9_2,wACSF_Rad10_0,wACSF_Rad10_1,wACSF_Rad10_2,wACSF_Rad11_0,wACSF_Rad11_1,wACSF_Rad11_2,wACSF_Rad12_0,wACSF_Rad12_1,wACSF_Rad12_2,wACSF_Rad13_0,wACSF_Rad13_1,wACSF_Rad13_2,wACSF_Rad14_0,wACSF_Rad14_1,wACSF_Rad14_2,wACSF_Rad15_0,wACSF_Rad15_1,wACSF_Rad15_2,wACSF_Rad16_0,wACSF_Rad16_1,wACSF_Rad16_2,wACSF_Rad17_0,wACSF_Rad17_1,wACSF_Rad17_2,wACSF_Rad18_0,wACSF_Rad18_1,wACSF_Rad18_2,wACSF_Rad19_0,wACSF_Rad19_1,wACSF_Rad19_2,wACSF_Rad20_0,wACSF_Rad20_1,wACSF_Rad20_2,wACSF_Rad21_0,wACSF_Rad21_1,wACSF_Rad21_2,wACSF_Rad22_0,wACSF_Rad22_1,wACSF_Rad22_2,wACSF_Rad23_0,wACSF_Rad23_1,wACSF_Rad23_2,wACSF_Rad24_0,wACSF_Rad24_1,wACSF_Rad24_2,wACSF_Ang0_0,wACSF_Ang0_1,wACSF_Ang0_2,wACSF_Ang1_0,wACSF_Ang1_1,wACSF_Ang1_2,wACSF_Ang2_0,wACSF_Ang2_1,wACSF_Ang2_2,wACSF_Ang3_0,wACSF_Ang3_1,wACSF_Ang3_2,wACSF_Ang4_0,wACSF_Ang4_1,wACSF_Ang4_2,wACSF_Ang5_0,wACSF_Ang5_1,wACSF_Ang5_2,wACSF_Ang6_0,wACSF_Ang6_1,wACSF_Ang6_2,wACSF_Ang7_0,wACSF_Ang7_1,wACSF_Ang7_2,wACSF_Ang8_0,wACSF_Ang8_1,wACSF_Ang8_2,wACSF_Ang9_0,wACSF_Ang9_1,wACSF_Ang9_2,wACSF_Ang10_0,wACSF_Ang10_1,wACSF_Ang10_2,wACSF_Ang11_0,wACSF_Ang11_1,wACSF_Ang11_2,wACSF_Ang12_0,wACSF_Ang12_1,wACSF_Ang12_2,wACSF_Ang13_0,wACSF_Ang13_1,wACSF_Ang13_2,wACSF_Ang14_0,wACSF_Ang14_1,wACSF_Ang14_2,wACSF_Ang15_0,wACSF_Ang15_1,wACSF_Ang15_2,wACSF_Ang16_0,wACSF_Ang16_1,wACSF_Ang16_2,wACSF_Ang17_0,wACSF_Ang17_1,wACSF_Ang17_2,wACSF_Ang18_0,wACSF_Ang18_1,wACSF_Ang18_2,wACSF_Ang19_0,wACSF_Ang19_1,wACSF_Ang19_2,wACSF_Ang20_0,wACSF_Ang20_1,wACSF_Ang20_2,wACSF_Ang21_0,wACSF_Ang21_1,wACSF_Ang21_2,wACSF_Ang22_0,wACSF_Ang22_1,wACSF_Ang22_2,wACSF_Ang23_0,wACSF_Ang23_1,wACSF_Ang23_2,wACSF_Ang24_0,wACSF_Ang24_1,wACSF_Ang24_2,wACSF_Ang25_0,wACSF_Ang25_1,wACSF_Ang25_2,wACSF_Ang26_0,wACSF_Ang26_1,wACSF_Ang26_2,wACSF_Ang27_0,wACSF_Ang27_1,wACSF_Ang27_2
567,CHEMBL1449167,1.06,Nc1n[nH]c(Nc2ccccc2)n1,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,18.0,4.0,0.0,17.0,5.0,0.0,17.0,5.0,0.0,10.0,7.0,5.0,10.0,9.0,3.0,19.0,3.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,19.0,3.0,0.0,11.0,11.0,0.0,20.0,2.0,0.0,18.0,4.0,0.0,17.0,5.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,13.0,9.0,0.0,19.0,3.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,18.0,4.0,0.0,19.0,3.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0
568,CHEMBL1201,3.16,CN(C)S(=O)(=O)c1ccc2Sc3ccccc3\C(=C\CCN4CCN(C)CC4)\c2c1,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,51.0,8.0,0.0,30.0,29.0,0.0,59.0,0.0,0.0,43.0,14.0,2.0,30.0,10.0,19.0,40.0,10.0,9.0,53.0,5.0,1.0,53.0,1.0,5.0,53.0,5.0,1.0,59.0,0.0,0.0,54.0,5.0,0.0,39.0,20.0,0.0,59.0,0.0,0.0,48.0,11.0,0.0,44.0,14.0,1.0,50.0,9.0,0.0,48.0,11.0,0.0,44.0,15.0,0.0,58.0,1.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,40.0,19.0,0.0,13.0,28.0,18.0,14.0,44.0,1.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,49.0,10.0,0.0,58.0,1.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0
569,CHEMBL1762539,2.61,CN(c1ccnc(Nc2cc(cc(c2)N3CCN(C)CC3)N4CCOCC4)n1)c5cc(CO)ccc5C,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,73.0,1.0,0.0,72.0,2.0,0.0,39.0,35.0,0.0,73.0,1.0,0.0,47.0,21.0,6.0,39.0,23.0,12.0,52.0,19.0,3.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,65.0,9.0,0.0,47.0,27.0,0.0,73.0,1.0,0.0,56.0,17.0,1.0,48.0,25.0,1.0,66.0,8.0,0.0,72.0,2.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,26.0,48.0,0.0,13.0,36.0,25.0,34.0,39.0,1.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,64.0,10.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0
570,CHEMBL99689,1.2,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3C#N)n2)cc1,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,53.0,1.0,0.0,51.0,3.0,0.0,40.0,14.0,0.0,52.0,2.0,0.0,31.0,17.0,6.0,27.0,19.0,8.0,42.0,10.0,2.0,53.0,1.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,50.0,4.0,0.0,37.0,17.0,0.0,53.0,1.0,0.0,37.0,17.0,0.0,35.0,19.0,0.0,53.0,1.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,2.0,41.0,11.0,0.0,28.0,26.0,42.0,11.0,1.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,53.0,1.0,0.0,42.0,12.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0
571,CHEMBL86754,2.19,Oc1c(I)cc(I)c2cccnc12,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,13.0,5.0,0.0,9.0,9.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,17.0,1.0,0.0,16.0,0.0,2.0,16.0,0.0,2.0,16.0,2.0,0.0,17.0,1.0,0.0,17.0,1.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,17.0,1.0,0.0,17.0,1.0,0.0,16.0,2.0,0.0,18.0,0.0,0.0,4.0,9.0,5.0,0.0,7.0,11.0,12.0,5.0,1.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,11.0,7.0,0.0,8.0,6.0,4.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0
572,CHEMBL226781,1.78,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(CC#Cc4ccccc4)C3=O,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,37.0,2.0,0.0,29.0,10.0,0.0,32.0,6.0,1.0,18.0,11.0,10.0,17.0,13.0,9.0,31.0,8.0,0.0,38.0,1.0,0.0,38.0,0.0,1.0,38.0,1.0,0.0,39.0,0.0,0.0,35.0,4.0,0.0,29.0,10.0,0.0,32.0,7.0,0.0,25.0,11.0,3.0,25.0,13.0,1.0,39.0,0.0,0.0,38.0,1.0,0.0,37.0,2.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,11.0,18.0,10.0,7.0,10.0,22.0,27.0,12.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,32.0,7.0,0.0,28.0,11.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0
573,CHEMBL1944692,1.3,O[C@@H](CNCCc1ccc(CNCCc2ccccc2F)cc1)c3ccc(O)c4NC(=O)Sc34,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,61.0,1.0,0.0,57.0,5.0,0.0,39.0,23.0,0.0,60.0,2.0,0.0,41.0,17.0,4.0,33.0,21.0,8.0,44.0,17.0,1.0,58.0,2.0,2.0,59.0,3.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,55.0,7.0,0.0,38.0,24.0,0.0,58.0,4.0,0.0,53.0,9.0,0.0,41.0,20.0,1.0,56.0,6.0,0.0,62.0,0.0,0.0,60.0,2.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,12.0,44.0,6.0,8.0,34.0,20.0,48.0,14.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,59.0,3.0,0.0,50.0,12.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0
574,CHEMBL809,3.15,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13,37.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,29.0,8.0,0.0,20.0,17.0,0.0,37.0,0.0,0.0,25.0,12.0,0.0,19.0,6.0,12.0,27.0,6.0,4.0,31.0,6.0,0.0,35.0,0.0,2.0,35.0,2.0,0.0,37.0,0.0,0.0,34.0,3.0,0.0,24.0,12.0,1.0,35.0,2.0,0.0,30.0,7.0,0.0,26.0,10.0,1.0,29.0,7.0,1.0,33.0,4.0,0.0,32.0,5.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,8.0,22.0,7.0,0.0,18.0,19.0,26.0,11.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,33.0,4.0,0.0,25.0,12.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0
575,CHEMBL2086676,3.7,Cc1cc(COc2cnc(nc2)N3CCN(CC3)C(=O)OC(C)(C)C)ccn1,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,54.0,1.0,0.0,36.0,16.0,3.0,32.0,15.0,8.0,42.0,12.0,1.0,54.0,1.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,53.0,2.0,0.0,40.0,15.0,0.0,54.0,1.0,0.0,41.0,14.0,0.0,39.0,16.0,0.0,54.0,1.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,8.0,34.0,13.0,8.0,31.0,16.0,52.0,3.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,52.0,3.0,0.0,49.0,6.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0
576,CHEMBL2153304,2.28,CCCN(C)c1nc(ccc1C(=O)NC2CCCCC2)N3CCC[C@@H](CC(=O)O)C3,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,65.0,1.0,0.0,64.0,2.0,0.0,32.0,34.0,0.0,62.0,4.0,0.0,55.0,7.0,4.0,40.0,18.0,8.0,44.0,18.0,4.0,57.0,9.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,64.0,2.0,0.0,37.0,29.0,0.0,66.0,0.0,0.0,56.0,9.0,1.0,49.0,16.0,1.0,53.0,13.0,0.0,66.0,0.0,0.0,65.0,1.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,20.0,45.0,1.0,8.0,26.0,32.0,42.0,24.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,65.0,1.0,0.0,54.0,12.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0
577,CHEMBL288524,0.29,NC12CCC(CC1)(CC2)c3ccccc3,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,32.0,2.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,28.0,6.0,0.0,26.0,6.0,2.0,25.0,7.0,2.0,28.0,5.0,1.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,33.0,1.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,25.0,9.0,0.0,25.0,9.0,0.0,33.0,1.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,1.0,10.0,23.0,0.0,20.0,14.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,28.0,6.0,0.0,24.0,10.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0
578,CHEMBL311862,2.7,COc1cc(ccc1Cn2ccc3ccc(NC(=O)OC4CCCC4)cc23)c5nn[nH]n5,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,54.0,2.0,0.0,42.0,14.0,0.0,47.0,9.0,0.0,31.0,14.0,11.0,25.0,21.0,10.0,42.0,13.0,1.0,55.0,1.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,53.0,3.0,0.0,27.0,29.0,0.0,49.0,7.0,0.0,41.0,15.0,0.0,39.0,17.0,0.0,52.0,4.0,0.0,54.0,2.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,26.0,30.0,0.0,21.0,21.0,14.0,43.0,13.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,50.0,6.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0
579,CHEMBL549344,1.24,CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(=O)(=O)C,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,44.0,4.0,0.0,28.0,20.0,0.0,43.0,5.0,0.0,35.0,5.0,8.0,27.0,11.0,10.0,33.0,12.0,3.0,44.0,4.0,0.0,45.0,1.0,2.0,45.0,3.0,0.0,48.0,0.0,0.0,45.0,3.0,0.0,29.0,19.0,0.0,42.0,6.0,0.0,35.0,13.0,0.0,37.0,10.0,1.0,42.0,6.0,0.0,45.0,3.0,0.0,45.0,3.0,0.0,47.0,1.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,18.0,27.0,3.0,1.0,29.0,18.0,14.0,34.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,47.0,1.0,0.0,34.0,14.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0
580,CHEMBL426851,1.61,CNc1nc2ccccc2n1Cc3sc4N(CC(C)C)C(=O)N(C)C(=O)c4c3C(=O)N5CC[C@@H](O)C5,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,65.0,1.0,0.0,64.0,2.0,0.0,42.0,24.0,0.0,60.0,6.0,0.0,46.0,10.0,10.0,38.0,15.0,13.0,48.0,16.0,2.0,62.0,2.0,2.0,63.0,3.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,63.0,3.0,0.0,44.0,22.0,0.0,54.0,12.0,0.0,50.0,15.0,1.0,49.0,15.0,2.0,61.0,5.0,0.0,65.0,1.0,0.0,64.0,2.0,0.0,65.0,1.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,42.0,24.0,0.0,6.0,35.0,25.0,7.0,57.0,2.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,50.0,16.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0
581,CHEMBL365472,3.1,CC(C)Oc1ccc(cc1)C(=O)Nc2cc(NC(=O)c3cccc(c3)N(C)C)ccc2C,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,59.0,2.0,0.0,40.0,21.0,0.0,59.0,2.0,0.0,36.0,20.0,5.0,34.0,16.0,11.0,48.0,11.0,2.0,60.0,1.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,60.0,1.0,0.0,47.0,14.0,0.0,61.0,0.0,0.0,45.0,16.0,0.0,39.0,22.0,0.0,56.0,5.0,0.0,58.0,3.0,0.0,60.0,1.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,17.0,41.0,3.0,14.0,30.0,17.0,45.0,16.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,60.0,1.0,0.0,52.0,9.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0
582,CHEMBL20,-0.78,CC(=O)Nc1nnc(s1)S(=O)(=O)N,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,18.0,1.0,0.0,15.0,4.0,0.0,11.0,8.0,0.0,13.0,6.0,0.0,14.0,4.0,1.0,14.0,4.0,1.0,18.0,1.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,17.0,2.0,0.0,19.0,0.0,0.0,18.0,1.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,3.0,5.0,11.0,0.0,16.0,3.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,14.0,4.0,1.0,15.0,4.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0
583,CHEMBL1689124,1.02,CCC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c3ccccc3,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,57.0,1.0,0.0,40.0,18.0,0.0,57.0,1.0,0.0,43.0,13.0,2.0,31.0,23.0,4.0,42.0,11.0,5.0,52.0,6.0,0.0,54.0,1.0,3.0,54.0,4.0,0.0,58.0,0.0,0.0,54.0,4.0,0.0,35.0,23.0,0.0,58.0,0.0,0.0,54.0,4.0,0.0,45.0,13.0,0.0,50.0,8.0,0.0,50.0,8.0,0.0,54.0,4.0,0.0,57.0,1.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,22.0,36.0,0.0,5.0,31.0,22.0,26.0,32.0,0.0,57.0,1.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,57.0,1.0,0.0,44.0,14.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0
